date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2024-09-30 16:29:14,831,6306,1563,863,1308,2588,7474,261,57,-1168
2024-09-30 04:48:21,802,4554,876,889,1368,2466,6449,-4,49,-1894
2024-09-29 15:56:21,764,5503,1062,847,1373,873,5044,57,50,458
2024-09-29 03:55:29,754,4715,1255,890,1366,359,4673,-3,51,42
2024-09-28 14:47:25,724,4847,926,774,1374,418,5226,955,51,-379
2024-09-28 02:26:12,710,5102,946,901,1363,1300,5270,-2,50,-168
2024-09-27 12:30:30,716,5291,1314,771,1351,634,5927,1082,55,-635
2024-09-26 23:55:25,772,5504,1234,1307,1366,1295,6035,-3,56,-531
2024-09-26 10:16:05,906,5841,1312,1022,1342,370,5726,712,56,115
2024-09-25 22:08:45,890,6370,1723,1231,1356,870,6126,-4,52,244
2024-09-25 08:24:52,931,6397,1592,1359,1362,78,5518,163,53,879
2024-09-24 18:38:30,950,6578,1819,1337,1362,362,5924,26,59,653
2024-09-24 06:47:15,883,5806,1418,1304,1362,51,5071,-3,54,735
2024-09-23 17:08:10,725,5820,1355,1220,1317,79,5357,603,55,463
2024-09-23 05:00:03,600,4550,1278,1252,1362,824,5361,-4,44,-810
2024-09-22 14:39:32,401,3904,733,432,1314,176,3924,820,46,-20
2024-09-22 01:56:20,479,4527,1182,484,1364,323,3876,-3,45,651
2024-09-21 11:25:08,599,4370,1255,711,1361,532,5629,1121,48,-1258
2024-09-20 23:25:10,752,5506,1568,1246,1362,1056,6036,-3,51,-529
2024-09-20 10:38:19,687,5405,1334,1169,1356,1671,7070,800,51,-1664
2024-09-19 22:39:33,686,5886,1639,1316,1357,1820,6861,-4,45,-974
2024-09-19 09:00:22,739,6372,1659,1408,1344,1177,6750,363,44,-377
2024-09-18 20:35:13,740,7112,1797,1420,1351,708,6089,-3,46,1023
2024-09-18 05:59:49,743,5291,1145,1316,1354,728,5331,-3,44,-40
2024-09-17 16:26:03,667,5724,1141,1237,1359,529,5589,602,52,134
2024-09-17 03:00:17,638,4884,941,1176,1357,836,4997,-3,50,-112
2024-09-16 14:09:29,667,5350,854,1037,1360,327,5210,908,54,140
2024-09-16 02:25:52,784,4432,841,1201,1362,553,4783,-3,43,-350
2024-09-15 12:29:30,770,4216,507,636,1353,70,4327,953,35,-110
2024-09-15 00:39:27,787,4754,1068,796,1346,1467,5506,-3,42,-751
2024-09-14 11:40:53,759,5533,1022,729,1298,1434,5512,226,40,21
2024-09-13 23:47:25,825,5550,821,1217,1354,1770,6033,-3,46,-482
2024-09-13 11:25:23,829,5851,1116,1174,1341,431,5772,824,44,78
2024-09-12 23:39:24,820,5622,1195,1205,1348,84,4696,-3,42,926
2024-09-12 05:16:45,792,5153,1052,1090,1347,299,4624,1,39,529
2024-09-11 16:17:03,788,6436,1213,1061,1338,497,5114,177,37,1322
2024-09-11 04:26:45,793,5176,893,1079,1345,149,4302,-3,43,873
2024-09-10 14:59:54,784,6392,1280,1001,1309,301,5130,392,41,1261
2024-09-10 02:55:44,741,5053,1007,1063,1349,125,4326,-3,41,727
2024-09-09 13:47:52,635,5522,957,1003,1322,77,5155,1116,42,366
2024-09-09 01:26:18,702,4614,1015,1144,1340,101,4342,-3,40,272
2024-09-08 12:00:11,590,3821,523,534,1341,1043,5222,1152,37,-1400
2024-09-08 00:17:17,705,5142,1052,1137,1333,1214,5500,-3,40,-358
2024-09-07 11:47:28,652,4750,615,772,1330,1656,6153,1076,48,-1402
2024-09-06 23:59:31,800,5578,1081,1106,1326,1143,5510,-2,54,67
2024-09-06 09:18:37,947,6270,1049,1059,1276,626,5559,539,55,710
2024-09-05 18:59:49,949,6907,1423,1062,1321,876,5786,96,53,1120
2024-09-05 06:38:50,879,5642,1078,1062,1341,779,5193,-1,53,448
2024-09-04 18:29:31,953,6974,1406,1036,1320,1196,6174,205,55,799
2024-09-04 05:29:26,899,5315,936,1037,1335,826,5093,-2,53,221
2024-09-03 16:08:47,751,6377,1218,993,1335,277,5475,848,50,902
2024-09-03 04:25:30,808,5127,1025,1071,1333,459,4746,-3,51,380
2024-09-02 16:38:33,757,6314,1227,956,1317,56,5131,767,48,1183
2024-09-02 04:55:46,772,4796,962,1053,1332,576,4751,5,48,44
2024-09-01 16:48:39,755,5117,866,946,1323,387,4761,435,44,356
2024-09-01 05:00:31,825,4654,742,1030,1325,629,4599,-3,48,55
2024-08-31 16:17:24,826,5531,1096,937,1304,1028,5787,546,47,-256
2024-08-31 04:18:21,785,5049,903,1008,1333,1361,5448,2,53,-398
2024-08-30 09:59:39,898,6537,1390,1115,1301,584,5731,385,55,805
2024-08-29 22:07:43,922,6674,1215,982,1323,784,5286,-3,54,1388
2024-08-29 09:08:38,837,6400,1019,1051,1295,962,5630,406,51,770
2024-08-28 20:56:25,1106,7545,2209,1325,685,645,6050,-2,55,1494
2024-08-28 08:30:23,978,6784,1233,1140,685,470,4670,100,54,2113
2024-08-27 18:25:49,856,6990,1705,1253,681,220,4920,150,52,2070
2024-08-27 05:09:37,771,5373,1122,1291,681,649,4572,-4,52,801
2024-08-26 15:59:40,782,6984,1913,1206,664,1144,6568,809,48,415
2024-08-26 02:59:17,634,4843,979,1225,1336,283,4503,-2,46,340
2024-08-25 13:55:32,685,4551,498,803,1331,640,5155,1155,44,-604
2024-08-25 02:08:48,744,4964,969,994,1333,501,4583,-3,40,380
2024-08-24 08:08:47,854,5361,1056,1216,1328,322,5063,237,49,297
2024-08-23 19:08:21,1075,7220,1491,1172,1317,160,5382,113,51,1837
2024-08-23 06:16:36,878,5491,1033,1206,1335,1217,5723,-2,52,-231
2024-08-22 17:08:21,813,6821,1126,1127,1322,562,5581,574,54,1240
2024-08-22 04:08:35,772,5283,1071,1231,1327,168,4617,-3,49,665
2024-08-21 15:16:47,751,6382,1182,1091,1295,185,5550,996,46,832
2024-08-21 03:29:38,793,5269,1059,1248,1324,-8,4465,-3,51,803
2024-08-20 14:25:23,805,6564,1203,1147,1320,67,5504,913,46,1060
2024-08-20 02:39:42,806,5355,1036,1259,1325,12,4485,-3,50,869
2024-08-19 12:59:40,521,6190,1110,1022,1260,290,5481,1231,44,709
2024-08-19 01:16:31,708,5077,1036,1210,1340,81,4421,-3,41,656
2024-08-18 12:17:39,766,4757,727,1063,1342,197,5219,1082,39,-462
2024-08-18 00:29:33,824,5433,1136,1158,1341,329,4829,-3,43,603
2024-08-17 11:25:16,776,5316,664,1000,1343,248,5154,1078,41,162
2024-08-16 23:38:49,978,6043,1076,1198,1335,976,5608,-2,45,435
2024-08-16 11:26:36,868,5626,1037,1121,1309,435,5911,1084,41,-285
2024-08-15 23:38:43,999,5900,1088,1196,1334,1072,5733,-3,43,167
2024-08-15 11:38:44,904,4996,1037,1004,1336,409,5876,1140,43,-879
2024-08-14 23:56:21,958,6143,1057,1152,1323,891,5431,-2,51,711
2024-08-14 11:55:30,897,6119,1055,1067,1293,547,6101,1193,47,17
2024-08-14 00:08:47,900,6029,1160,1245,1332,502,5183,-2,45,845
2024-08-13 11:59:38,767,6012,1030,1036,1313,94,5452,1158,51,560
2024-08-13 00:17:43,925,5828,1115,1251,1315,874,5532,-3,53,295
2024-08-12 11:59:36,679,5829,866,1059,1315,115,5254,1169,49,575
2024-08-12 00:16:21,737,5310,1225,1326,1337,199,4870,-3,46,439
2024-08-11 11:09:24,631,4330,469,817,1346,137,4490,1041,47,-160
2024-08-10 23:25:27,771,5788,1170,1237,1330,524,5081,-3,51,706
2024-08-10 10:48:26,635,4991,642,694,1329,357,4623,912,50,368
2024-08-09 22:59:34,791,6151,1333,1279,1326,158,4943,-2,55,1208
2024-08-09 10:16:32,762,6342,1306,1232,1275,-6,5180,553,54,1162
2024-08-08 22:30:28,754,6640,1456,1330,1308,214,5120,-2,59,1519
2024-08-08 08:39:22,656,5923,993,1218,1337,-11,4757,504,53,1165
2024-08-07 19:26:31,777,6670,1504,1252,1322,28,5057,113,53,1612
2024-08-07 07:38:43,800,5772,1120,1243,1337,654,5346,137,51,426
2024-08-06 17:56:40,710,5852,1071,1218,1278,225,4965,413,47,886
2024-08-06 06:08:30,632,5315,983,1237,1328,550,4781,-3,52,534
2024-08-05 17:16:25,644,6237,1119,1208,1293,86,4954,550,51,1283
2024-08-05 05:29:21,681,4871,1073,1224,1325,147,4498,-4,51,373
2024-08-04 16:46:19,697,5146,887,685,1324,744,4880,495,46,266
2024-08-04 04:59:22,715,4813,997,1186,1325,709,4982,-3,53,-169
2024-08-03 16:55:46,690,6000,1053,853,1305,1301,5892,634,53,108
2024-08-03 05:08:25,696,5257,983,1186,1327,911,5155,-3,52,102
2024-08-02 17:25:39,898,6941,1065,1185,1285,770,5809,549,54,1131
2024-08-02 05:38:52,843,5460,1018,1289,1322,390,4915,-3,55,545
2024-08-01 17:30:42,817,6604,1234,1203,1309,442,5721,664,50,883
2024-08-01 05:47:42,833,5391,1005,1293,1315,120,4619,-2,54,771
2024-07-31 17:08:48,728,6118,938,1185,1304,155,5219,857,50,898
2024-07-31 05:17:35,786,5334,1167,1287,1317,370,4980,-2,54,354
2024-07-30 16:46:16,762,5984,855,943,1309,1367,6238,947,51,-254
2024-07-30 04:47:26,772,5281,1143,1315,1317,1049,5638,-3,42,-356
2024-07-29 15:55:35,769,6228,922,1210,1277,203,5533,1096,54,694
2024-07-29 03:29:28,815,4959,1046,1311,1309,666,5201,-2,54,-241
2024-07-28 14:17:26,722,4657,464,422,1308,109,4229,1150,51,427
2024-07-28 02:29:32,889,5145,1187,889,1304,22,4339,-3,50,805
2024-07-27 13:17:26,725,4958,666,1178,1296,181,5303,1203,49,-344
2024-07-27 01:30:32,853,5464,1232,1305,1304,865,5615,-2,55,-150
2024-07-26 11:29:36,887,5941,882,1266,1289,1223,6649,1041,57,-708
2024-07-25 17:55:15,1005,6743,1324,1277,1163,255,5472,384,59,1271
2024-07-25 05:07:29,927,5600,1247,1298,714,301,4535,-2,47,1064
2024-07-24 15:56:34,1149,7189,1460,1269,644,136,5192,490,41,1997
2024-07-24 04:09:19,1082,5797,1236,1298,643,664,4969,-2,48,827
2024-07-23 13:25:23,1018,6745,1249,1199,650,366,5673,1132,55,1071
2024-07-23 00:25:21,1055,6125,1075,1273,650,734,4842,-2,53,1282
2024-07-22 11:00:47,831,6626,1234,1201,640,205,5134,970,49,1491
2024-07-21 23:16:24,921,6057,1527,1278,668,978,5416,-1,44,641
2024-07-21 10:26:37,907,5382,1332,870,664,4,4405,578,47,976
2024-07-20 22:38:40,1285,6854,1899,1329,669,319,5551,-1,49,1302
2024-07-20 09:38:25,991,5788,1273,1224,654,112,5002,692,53,786
2024-07-19 21:55:35,1217,7991,2142,1366,654,660,6091,-2,52,1899
2024-07-19 08:55:34,1115,7211,1290,1263,1318,1439,7013,531,55,197
2024-07-18 21:11:46,1284,8290,3005,1343,1289,201,7206,0,53,1084
2024-07-18 08:29:36,1143,7402,1410,1202,1313,280,5725,318,56,1677
2024-07-17 20:38:43,1242,8543,2283,1274,1310,233,6440,11,56,2102
2024-07-17 07:54:25,1089,7142,1306,1220,1318,519,5750,238,57,1392
2024-07-16 19:46:30,1175,8293,2101,1253,1307,144,6135,102,50,2158
2024-07-16 07:59:48,1098,7285,1488,1281,1326,371,5887,267,51,1398
2024-07-15 20:17:49,1201,8530,3284,1277,1311,99,7296,37,54,1234
2024-07-15 08:29:47,1157,7107,1422,1222,1323,307,5933,441,58,1173
2024-07-14 16:25:46,930,6144,1621,853,1333,243,5881,850,48,263
2024-07-14 04:29:26,1040,5476,1337,1239,1327,34,5035,2,54,440
2024-07-13 16:25:37,997,6517,1258,702,1334,338,5646,965,50,871
2024-07-13 04:29:21,988,5757,1317,820,1327,334,4843,-1,55,913
2024-07-12 15:59:43,961,7352,1547,1124,1322,424,6395,963,52,956
2024-07-12 01:26:16,969,6331,1554,1264,1330,92,5264,-1,53,1067
2024-07-11 08:39:28,935,7111,1671,1191,1332,513,6169,469,56,942
2024-07-10 20:56:42,942,7959,2394,1250,1324,412,6385,8,53,1573
2024-07-10 09:09:45,941,6912,1871,1160,1334,730,6773,683,52,138
2024-07-09 21:27:02,943,8046,2277,1235,1329,638,6474,-1,51,1571
2024-07-09 09:38:47,946,6791,1887,1179,1310,626,6851,840,50,-60
2024-07-08 11:00:05,930,6430,1236,1138,1246,177,5858,1078,51,572
2024-07-07 22:08:43,947,6918,1911,1257,1309,161,5626,-1,42,1291
2024-07-07 10:27:06,728,4598,1058,611,1324,85,4791,960,41,-193
2024-07-06 22:29:58,923,6688,1986,869,1324,278,5428,-1,48,1259
2024-07-06 10:38:53,737,5226,1077,756,1330,387,5373,1033,49,-147
2024-07-05 22:46:40,901,6932,2076,1298,1315,253,5895,-1,50,1037
2024-07-05 10:55:47,742,5777,1133,1171,1249,713,6058,995,51,-280
2024-07-04 23:08:44,841,6440,1815,1302,1312,300,5630,-1,52,809
2024-07-04 11:26:53,739,6026,1294,966,1295,181,5276,747,51,749
2024-07-03 23:38:35,779,6231,1924,1206,1311,239,5507,-1,48,723
2024-07-03 11:47:28,923,6868,1712,1178,1311,67,5648,405,49,1220
2024-07-02 23:59:38,891,5994,1674,1208,1316,512,5646,-2,44,348
2024-07-02 10:46:36,869,7010,1600,1160,1310,869,6500,659,32,509
2024-07-01 22:58:25,952,7125,1911,1245,1322,1215,6678,-2,32,446
2024-07-01 11:17:20,938,6779,1211,1136,1279,268,5895,1043,36,884
2024-06-30 23:29:16,927,6102,2597,1239,1331,638,6762,-2,30,-660
2024-06-30 11:46:06,753,4863,1292,930,1273,195,5617,1142,31,-754
2024-06-29 23:59:06,914,5909,2477,1276,966,46,5710,-2,31,200
2024-06-29 09:26:25,721,5344,1520,753,676,297,4793,796,30,550
2024-06-28 21:38:25,1157,7622,2886,1274,673,240,6264,-2,36,1358
2024-06-28 09:56:19,1086,6547,1705,1193,648,49,5489,776,33,1058
2024-06-27 21:55:32,1172,7447,2838,1283,672,233,6233,-2,37,1214
2024-06-27 09:38:06,1163,6800,2036,1244,655,129,5893,632,35,907
2024-06-26 21:38:14,1086,7510,2450,1230,673,783,6258,-2,38,1252
2024-06-26 09:08:06,1175,6732,2112,1138,626,101,5719,525,37,1013
2024-06-25 21:26:06,1196,7473,3026,1238,665,309,6468,-1,35,1005
2024-06-25 09:38:06,1037,6472,2016,1063,681,421,5937,685,35,535
2024-06-24 21:55:06,850,6761,2632,1120,685,344,5666,-1,36,1095
2024-06-24 10:08:05,794,5113,1610,368,690,340,4576,740,36,537
2024-06-23 22:25:05,806,6170,2492,697,686,352,5062,-2,31,1108
2024-06-23 10:25:05,745,4529,1328,623,688,5,4224,801,33,305
2024-06-22 22:38:05,805,6726,2544,1121,687,771,5958,-2,33,768
2024-06-22 10:55:05,646,5546,1647,785,688,81,4860,976,36,686
2024-06-21 23:09:05,1181,7000,2560,1158,671,361,5968,-1,34,1032
2024-06-21 11:25:05,967,6272,1938,1055,667,49,5747,1038,32,526
2024-06-20 23:38:05,1011,6657,2587,1152,675,1374,6832,-2,35,-175
2024-06-20 11:47:41,903,6683,1738,985,670,294,5659,1037,31,1024
2024-06-20 00:00:40,965,6402,2213,1067,683,1032,5989,-2,30,413
2024-06-19 11:18:35,782,6327,1743,1014,685,161,5484,1066,32,843
2024-06-18 23:29:36,822,6592,2648,1148,681,132,5466,-1,36,1126
2024-06-18 11:38:39,1087,6247,1794,1027,662,80,5756,1072,34,491
2024-06-17 23:57:32,868,6065,2387,1151,678,169,5286,-2,35,779
2024-06-17 12:08:33,870,5876,1713,1011,660,14,5392,1087,37,484
2024-06-17 00:26:27,920,5250,2255,1090,690,130,5120,-2,38,130
2024-06-16 12:16:49,732,4106,1410,223,686,179,4245,980,35,-139
2024-06-16 00:26:51,904,5209,2182,307,689,470,4586,-2,37,623
2024-06-15 12:39:50,724,4882,1466,213,687,1590,5656,935,37,-774
2024-06-15 00:55:46,843,5264,1905,1093,689,2019,6601,-2,54,-1337
2024-06-14 12:59:22,782,6166,1749,1111,680,228,5303,695,58,863
2024-06-14 00:59:22,709,5489,1390,1142,685,1375,5355,-1,56,134
2024-06-13 13:16:22,726,6278,1571,1090,681,800,5780,857,54,498
2024-06-13 01:29:22,873,5620,1924,1157,672,223,4903,-1,55,717
2024-06-12 13:46:22,994,6728,2105,1086,653,163,5822,771,50,906
2024-06-12 02:00:22,872,5554,1644,1134,683,661,5046,-2,53,508
2024-06-11 14:17:48,873,6607,1734,1035,653,560,5786,881,50,821
2024-06-11 02:31:46,914,5520,1598,1133,685,1726,6108,-2,54,-587
2024-06-10 14:38:51,941,6605,1846,786,661,956,6204,962,50,401
2024-06-09 19:59:49,974,6009,2219,1100,685,1072,6176,78,49,-168
2024-06-09 08:17:43,851,4787,1253,586,686,30,3828,375,48,959
2024-06-08 20:29:43,953,6416,2567,793,686,230,5293,18,47,1122
2024-06-08 08:46:38,730,5440,1690,699,681,61,4469,561,47,971
2024-06-07 20:59:37,1025,7072,2594,994,674,563,5916,12,54,1156
2024-06-07 07:26:24,1038,6150,1836,1126,681,-4,4931,201,52,1219
2024-06-06 19:38:24,1070,6866,2572,1136,670,80,5691,109,53,1174
2024-06-06 07:55:22,877,6141,2004,1111,688,278,5296,281,55,845
2024-06-05 20:08:22,1038,6928,2683,1098,683,68,5681,58,54,1246
2024-06-05 08:25:22,816,6032,1958,757,689,343,5005,393,50,1028
2024-06-04 20:39:22,899,6811,2513,902,680,454,5508,9,51,1303
2024-06-04 08:55:22,737,6223,1898,763,682,776,5367,459,53,856
2024-06-03 21:07:22,924,6835,2636,1179,674,1183,6645,1,47,190
2024-06-03 07:59:28,913,5982,2054,712,690,27,4626,190,40,1356
2024-06-02 20:17:22,893,5471,2297,768,692,924,5655,32,50,-185
2024-06-02 08:29:22,723,4283,1155,686,692,270,4037,461,49,245
2024-06-01 20:47:16,913,5986,2313,802,695,856,5633,3,50,353
2024-06-01 08:47:28,937,5103,1937,733,696,90,4799,360,46,304
2024-05-31 20:56:31,1008,6739,2506,818,691,710,5784,0,52,955
2024-05-31 08:59:03,952,5990,1986,728,698,36,5016,563,53,974
2024-05-30 21:08:02,1018,6713,2320,763,679,472,5313,6,54,1400
2024-05-30 06:46:20,1034,5622,1856,740,686,22,4428,41,50,1194
2024-05-29 18:59:19,1016,6408,2451,764,679,372,5468,143,42,940
2024-05-29 06:59:31,1018,5809,2098,413,685,95,4402,51,42,1407
2024-05-28 19:08:02,851,6299,2290,348,688,199,4572,146,50,1727
2024-05-28 07:27:27,1022,6225,1882,336,686,162,4241,99,55,1984
2024-05-27 19:29:02,1049,6566,2156,411,685,391,4813,67,54,1753
2024-05-27 07:38:02,1028,5885,1941,257,685,1044,5213,204,54,672
2024-05-26 19:55:02,858,5503,1682,288,689,927,4563,67,51,939
2024-05-26 08:09:02,622,4375,1434,264,689,653,4109,387,52,265
2024-05-25 20:25:29,712,6081,2246,296,686,752,4756,13,52,1325
2024-05-25 08:38:28,815,5076,1549,247,686,1220,5013,443,52,63
2024-05-24 20:55:23,1067,6764,2456,320,683,494,5076,2,54,1689
2024-05-24 09:00:30,902,6053,1857,247,681,851,5179,585,55,874
2024-05-23 21:09:02,1059,6960,2266,313,682,177,4553,-2,54,2407
2024-05-23 09:25:29,956,6509,1967,275,686,128,4381,313,56,2128
2024-05-22 21:29:02,1040,7192,2314,689,679,180,4953,-1,52,2240
2024-05-22 09:25:02,959,6481,1892,638,658,121,4643,326,48,1838
2024-05-21 21:29:02,979,6754,2138,664,690,581,5104,-1,54,1650
2024-05-21 09:46:02,862,5525,1261,621,658,465,4719,797,54,806
2024-05-20 21:59:02,1009,6899,2421,701,677,342,5201,-1,53,1697
2024-05-20 10:19:02,588,5904,1558,647,666,817,4970,637,56,934
2024-05-19 22:29:02,609,5746,2510,699,685,738,5292,-2,52,454
2024-05-19 10:47:02,666,4444,1486,241,758,372,4201,625,53,243
2024-05-18 22:59:02,653,5961,2630,303,1360,645,5642,-1,52,320
2024-05-18 08:16:02,656,5664,2084,314,1368,517,5178,198,42,486
2024-05-17 10:08:12,754,6366,1879,648,1311,610,5748,492,48,618
2024-05-16 15:46:02,759,5556,1467,453,1322,162,5200,989,48,356
2024-05-16 03:59:02,894,5250,1490,620,1360,166,4575,-3,47,675
2024-05-15 16:17:02,731,5797,1673,638,1298,264,5283,634,45,514
2024-05-15 04:29:02,640,5246,1469,631,1365,653,4804,-3,49,442
2024-05-14 16:38:02,562,5620,1875,637,1295,534,5671,722,47,-52
2024-05-14 04:55:02,632,5154,1445,635,1364,910,5033,-2,49,121
2024-05-13 16:56:02,557,5578,1777,454,1330,256,5182,760,49,396
2024-05-13 04:47:16,664,4701,1578,256,1358,232,4144,-2,57,557
2024-05-12 11:16:05,558,4615,1132,194,1360,308,4238,629,56,377
2024-05-11 23:26:07,655,5693,2183,294,1363,402,4952,-2,57,741
2024-05-11 11:26:19,503,4708,1391,209,1360,243,4726,965,55,-18
2024-05-10 23:38:19,644,5863,2079,298,1346,433,4855,-2,56,1008
2024-05-10 11:09:18,430,5229,1315,241,1334,661,5025,986,58,204
2024-05-09 16:29:17,668,6059,1895,280,1256,798,5300,348,55,760
2024-05-09 04:46:17,645,5154,1573,289,1351,1054,4961,-3,51,194
2024-05-08 16:59:17,650,6192,2078,435,1310,818,5652,307,55,539
2024-05-08 05:17:47,626,5118,1750,423,1331,766,4944,-2,50,174
2024-05-07 13:38:42,447,5159,1616,379,975,371,4739,904,44,419
2024-05-07 01:46:46,421,4170,1241,369,714,1473,4254,-2,39,-84
